Id,Unit,Pack section,Source focus,Type,Front,Back,Extra cue,Choices,Visual,Difficulty
card-286-7c-muscles-and-bones-medicine,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Key terminology,Vocabulary,Medicine,A drug used to help prevent or treat disease or pain.,Examples include paracetamol and antibiotics such as penicillin.,,,1
card-287-7c-muscles-and-bones-recreational-drug,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Key terminology,Vocabulary,Recreational drug,"A drug taken because people like its effects on the body, not mainly to treat illness.",Some recreational drugs are legal and some are illegal.,,,2
card-288-7c-muscles-and-bones-which-list-contains-stimulants-from-the,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Quick Quiz style,Multiple choice,Which statement best describes the role of a cell in a circuit?,It supplies energy to the charges in the circuit.,Cells provide electrical energy.,It supplies energy to the charges in the circuit. | It measures the current in each branch. | It increases resistance so current stops. | It protects the circuit by melting.,,3
card-289-7c-muscles-and-bones-which-list-contains-depressants-from-th,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Quick Quiz style,Multiple choice,A lamp is off because the switch is open. What changes when the switch is closed?,The gap is closed so there is a complete path for current.,Closed switch = complete circuit.,The gap is closed so there is a complete path for current. | A new cell is created inside the switch. | The voltage across every component becomes zero. | The wires become insulators.,,4
card-290-7c-muscles-and-bones-which-two-examples-are-medicines-rather,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Quick Quiz style,Multiple choice,Which material would be the best conductor for connecting wires?,copper,Metals are usually good conductors.,copper | rubber | plastic | dry wood,,3
card-291-7c-muscles-and-bones-addictive,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Key terminology,Vocabulary,Addictive,Able to make someone feel they need to keep taking a drug.,Addiction is one reason drug abuse can be dangerous.,,,1
card-292-7c-muscles-and-bones-give-one-short-term-and-one-long-term-e,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Progression Check recall,Self-test,Give one short-term and one long-term effect that drugs can have.,"Short-term effects can include changed reaction time, mood, alertness or coordination; long-term abuse can damage organs or cause addiction.","A good answer names the drug where possible, for example alcohol can slow reactions and damage the liver if abused.",,,2
card-293-7c-muscles-and-bones-why-can-depressants-increase-accident-r,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Quick Quiz style,Multiple choice,Which material would be best for the outside covering of a wire?,plastic,Insulators cover wires to reduce shock risk.,plastic | copper | aluminium | steel,,3
card-294-7c-muscles-and-bones-why-must-new-medicines-be-tested-before,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Progression Check recall,Self-test,Explain must new medicines be tested before doctors use them widely?,"To check that they work, find a safe dose, and identify harmful side-effects.",Testing reduces risk before many people use the medicine.,,,3
card-295-7c-muscles-and-bones-a-student-says-all-drugs-are-illegal-an,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Quick Check mistake check,Spot the mistake,A student gives this answer: “All drugs are illegal and harmful.” What is wrong?,"Some drugs are medicines that can help treat illness, but drugs can also have risks and side-effects.",Drug means chemical that affects the body; it does not always mean illegal drug.,,,5
card-296-7f-acids-and-alkalis-citric-acid,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Key terminology,Vocabulary,Citric acid,An acid found in citrus fruits such as lemons and oranges.,Lemon juice is acidic.,,,1
card-297-7f-acids-and-alkalis-ethanoic-acid,7F Acids and alkalis,7Fb,"7Fb · Acids, alkalis and indicator tests · Key terminology",Vocabulary,Ethanoic acid,The acid found in vinegar.,Vinegar is an everyday acidic liquid.,,,1
card-298-7f-acids-and-alkalis-red-cabbage-indicator,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Key terminology,Vocabulary,Red cabbage indicator,A natural indicator made from red cabbage juice that changes colour in acids and alkalis.,It is useful for simple school tests of pH type.,,,2
card-299-7f-acids-and-alkalis-phenolphthalein,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Key terminology,Vocabulary,Phenolphthalein,An indicator that is colourless in more acidic solutions and pink in more alkaline solutions.,Useful in neutralisation/titration demonstrations.,,,2
card-300-7f-acids-and-alkalis-methyl-orange,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Key terminology,Vocabulary,Methyl orange,An indicator that is red in more acidic solutions and yellow in more alkaline solutions.,It gives different colours in acidic and alkaline solutions.,,,2
card-301-7f-acids-and-alkalis-which-everyday-liquid-is-acidic-because,7F Acids and alkalis,7Fb,"7Fb · Acids, alkalis and indicator tests · Quick Quiz style",Multiple choice,Which statement best describes resistance?,How difficult it is for current to flow through a component or wire.,Resistance opposes current.,How difficult it is for current to flow through a component or wire. | How much charge passes a point each second. | The energy transferred by each charge. | A component that supplies electrical energy.,,4
card-302-7f-acids-and-alkalis-which-everyday-liquid-is-acidic-because,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Quick Quiz style",Multiple choice,What is the effect of adding a resistor in series with a lamp?,"Total resistance increases, so current usually decreases.",More resistance normally means less current for the same voltage.,"Total resistance increases, so current usually decreases. | Total resistance decreases, so current always increases. | The resistor supplies energy like a cell. | The resistor measures current like an ammeter.",,4
card-303-7f-acids-and-alkalis-which-of-these-is-neutral-on-the-ph-sca,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,What is the useful feature of a variable resistor?,Its resistance can be changed to control current.,Variable means adjustable.,Its resistance can be changed to control current. | It can only measure voltage across a lamp. | It melts every time current flows. | It turns a series circuit into an alkali.,,3
card-304-7f-acids-and-alkalis-which-example-is-usually-alkaline,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Quiz style,Multiple choice,Which circuit description is series?,All components are in one loop with no branches.,Series = one path.,All components are in one loop with no branches. | Each component is on a separate branch across the cell. | There is no complete path for current. | The voltmeter is connected across every wire in turn.,,3
card-305-7f-acids-and-alkalis-which-example-is-a-strongly-alkaline-ho,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,Which circuit description is parallel?,There are two or more branches for current to follow.,Parallel = branches.,There are two or more branches for current to follow. | There is exactly one loop and no branches. | There is no cell in the circuit. | Every component must be controlled by one switch only.,,3
card-306-7f-acids-and-alkalis-which-drink-is-acidic-on-the-revision-p,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,"In a series circuit, ammeter A reads 0.4 A before a lamp. What should another ammeter read after the lamp?",0.4 A,Current is the same everywhere in one series loop.,0.4 A | 0.2 A | 0 A | 0.8 A,,4
card-307-7f-acids-and-alkalis-which-substance-is-used-to-neutralise-e,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Quiz style,Multiple choice,A parallel circuit has branch currents of 0.2 A and 0.3 A. What is the total current from the cell?,0.5 A,Total current is the sum of the branch currents.,0.5 A | 0.3 A | 0.2 A | 0.1 A,,5
card-308-7f-acids-and-alkalis-in-the-hazard-symbols-diagram-which-lab,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check diagram style",Visual challenge,"Look at the diagram. in the hazard-symbols diagram, which label shows a corrosive substance?",A,"Label A is corrosive. Corrosive chemicals can damage skin, eyes and materials.",A|B|C|D|E,hazard-symbols,4
card-309-7f-acids-and-alkalis-in-the-hazard-symbols-diagram-which-lab,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check diagram style",Visual challenge,"Look at the diagram. in the hazard-symbols diagram, which label shows a toxic substance?",B,Label B is toxic. Toxic chemicals can poison or seriously harm living things.,A|B|C|D|E,hazard-symbols,4
card-310-7f-acids-and-alkalis-in-the-hazard-symbols-diagram-which-lab,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check diagram style",Visual challenge,"Look at the diagram. in the hazard-symbols diagram, which label shows an explosive substance?",C,Label C is explosive. Explosive substances can burst violently.,A|B|C|D|E,hazard-symbols,4
card-311-7f-acids-and-alkalis-in-the-hazard-symbols-diagram-which-lab,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check diagram style",Visual challenge,"Look at the diagram. in the hazard-symbols diagram, which label shows an irritant or harmful substance?",D,Label D is irritant/harmful. It warns about chemicals that can irritate skin/eyes or cause harm.,A|B|C|D|E,hazard-symbols,4
card-312-7f-acids-and-alkalis-in-the-hazard-symbols-diagram-which-lab,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check diagram style",Visual challenge,"Look at the diagram. in the hazard-symbols diagram, which label shows danger to the environment?",E,Label E is the environmental hazard symbol. It means the chemical can harm organisms or ecosystems.,A|B|C|D|E,hazard-symbols,4
card-313-7f-acids-and-alkalis-what-colour-is-phenolphthalein-in-a-mor,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,One lamp breaks in a parallel circuit with two separate lamp branches. What usually happens to the other lamp?,It can stay lit because its branch is still complete.,Separate branches can keep working.,It can stay lit because its branch is still complete. | It must go out because all current is used by the broken lamp. | It becomes part of a series circuit automatically. | It receives no voltage because parallel circuits share no energy.,,4
card-314-7f-acids-and-alkalis-what-colour-is-phenolphthalein-in-a-mor,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,Two identical lamps are added in series to the same cell. What is the most likely effect?,The lamps are dimmer because total resistance increases and current decreases.,Series lamps share the supply and increase resistance.,The lamps are dimmer because total resistance increases and current decreases. | The lamps are brighter because each lamp receives the full supply current twice. | The second lamp is always off because current is used up by the first. | The cell voltage changes into resistance.,,5
card-315-7f-acids-and-alkalis-what-colour-is-methyl-orange-in-a-more-,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,Which combination would give the largest current?,High voltage and low resistance.,Use I = V/R reasoning.,High voltage and low resistance. | High voltage and high resistance. | Low voltage and high resistance. | Low voltage and no complete circuit.,,4
card-316-7f-acids-and-alkalis-what-colour-is-methyl-orange-in-a-more-,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,Which rearrangement correctly gives current from voltage and resistance?,I = V ÷ R,"From V = I × R, current = voltage divided by resistance.",I = V ÷ R | I = V × R | I = R ÷ V | I = V + R,,5
card-317-7f-acids-and-alkalis-how-can-you-make-a-natural-indicator-fr,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check practical method,Practical method,How can you make a natural indicator from red cabbage?,"Crush or chop red cabbage, mix it with a small amount of water, filter or decant the coloured liquid, then test it with known acids and alkalis.",Use known solutions first so you can compare the colour changes.,,,5
card-318-7f-acids-and-alkalis-how-should-you-use-an-indicator-to-test,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check practical method,Practical method,How should you use an indicator to test an unknown liquid?,"Add a few drops of indicator to a small sample, observe the colour, and compare with known results or a pH colour chart.",Use small samples and wear eye protection.,,,5
card-319-7f-acids-and-alkalis-which-tool-gives-a-numerical-ph-reading,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,Which switch arrangement acts like an AND circuit for a lamp?,"Two switches in series, so both must be closed.",AND means switch A and switch B must be closed.,"Two switches in series, so both must be closed. | Two switches in parallel, so either one can complete a branch. | One open switch placed across the lamp. | A voltmeter connected in series with the lamp.",,4
card-320-7f-acids-and-alkalis-what-does-universal-indicator-paper-nee,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Quiz style,Multiple choice,Which switch arrangement acts like an OR circuit for a lamp?,"Two switches in parallel branches, so either switch can complete a path.",OR means switch A or switch B can complete the circuit.,"Two switches in parallel branches, so either switch can complete a path. | Two switches in series, so both must be closed. | A single switch removed from the circuit. | An ammeter connected across the lamp.",,4
card-321-7f-acids-and-alkalis-hydrochloric-acid-sodium-hydroxide,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Equation recall",Equation/relationship,hydrochloric acid + sodium hydroxide → ?,sodium chloride + water,Hydrochloric acid makes chloride salts.,,,3
card-322-7f-acids-and-alkalis-sulfuric-acid-magnesium-oxide,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Equation recall",Equation/relationship,sulfuric acid + magnesium oxide → ?,magnesium sulfate + water,Sulfuric acid makes sulfate salts; magnesium oxide is a base.,,,3
card-323-7f-acids-and-alkalis-nitric-acid-zinc-oxide,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Equation recall",Equation/relationship,nitric acid + zinc oxide → ?,zinc nitrate + water,Nitric acid makes nitrate salts; zinc oxide is a base.,,,3
card-324-7f-acids-and-alkalis-hydrochloric-acid-potassium-hydroxide,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Equation recall",Equation/relationship,hydrochloric acid + potassium hydroxide → ?,potassium chloride + water,The metal name comes from the alkali/base; chloride comes from hydrochloric acid.,,,3
card-325-7f-acids-and-alkalis-sulfuric-acid-calcium-oxide,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Equation recall",Equation/relationship,sulfuric acid + calcium oxide → ?,calcium sulfate + water,Acid + base makes salt + water.,,,3
card-326-7f-acids-and-alkalis-nitric-acid-sodium-hydroxide,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Equation recall",Equation/relationship,nitric acid + sodium hydroxide → ?,sodium nitrate + water,Sodium comes from sodium hydroxide; nitrate comes from nitric acid.,,,3
card-327-7f-acids-and-alkalis-which-salt-is-made-from-sulfuric-acid-a,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Quick Quiz style",Multiple choice,What is the safety role of a fuse?,It melts and breaks the circuit if the current becomes too high.,Fuse wire melts when overheated by too much current.,It melts and breaks the circuit if the current becomes too high. | It increases the current to make appliances work faster. | It measures voltage across the appliance. | It stores extra charge for later use.,,4
card-328-7f-acids-and-alkalis-which-salt-is-made-from-hydrochloric-ac,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Quick Quiz style",Multiple choice,"In a UK-style plug, which colour is the earth wire?",green/yellow,Earth is green/yellow; live is brown; neutral is blue.,green/yellow | brown | blue | red,,3
card-329-7f-acids-and-alkalis-how-do-antacids-help-with-indigestion,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Progression Check recall,Self-test,How do antacids help with indigestion?,They contain a base or alkali that neutralises extra stomach acid.,Neutralisation makes salt and water.,,,4
card-330-7f-acids-and-alkalis-why-can-toothpaste-help-protect-teeth-f,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Progression Check recall,Self-test,Explain can toothpaste help protect teeth from acids?,Toothpaste is mildly alkaline and helps neutralise acids in the mouth.,Acids in the mouth can attack teeth.,,,3
card-331-7f-acids-and-alkalis-why-might-farmers-add-a-base-to-soil,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Progression Check recall,Self-test,Explain might farmers add a base to soil?,To neutralise soil that is too acidic for crops.,This is an everyday neutralisation example.,,,4
card-332-7f-acids-and-alkalis-why-are-alkalis-used-with-acidic-gases-,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Progression Check recall,Self-test,Explain are alkalis used with acidic gases from power stations?,The alkali neutralises the acidic gases before they are released.,This reduces harm from acidic pollution.,,,3
card-333-7f-acids-and-alkalis-how-can-sulfuric-acid-help-remove-rust,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Progression Check recall",Self-test,Explain how sulfuric acid help remove rust?,"It reacts with iron oxide in rust to make iron sulfate, helping remove rust from the surface.",This is an acid + metal oxide reaction example.,,,2
card-334-7f-acids-and-alkalis-a-student-says-diluting-an-acid-makes-i,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Check mistake check,Spot the mistake,A student gives this answer: “Diluting an acid makes it an alkali.” What is wrong?,"Diluting an acid makes it less concentrated and usually less acidic, but it does not turn it into an alkali.",The pH moves closer to 7 but stays below 7 unless a neutralisation reaction happens.,,,5
card-335-7f-acids-and-alkalis-a-student-says-a-concentrated-acid-is-a,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check mistake check,Spot the mistake,A student gives this answer: “A concentrated acid is always the same idea as a strong acid.” What is wrong?,"Concentrated means a lot of acid particles in a certain volume; strong acid is a different chemistry idea. In Year 7, use more acidic/less acidic when reading pH.",This app now avoids using strong when it only means low pH.,,,5
card-336-7j-current-electricity-physical-model,7J Current electricity,7Jb,7Jb · Models for electricity · Key terminology,Vocabulary,Physical model,A model that you can touch or build to represent something.,Example: a water/central-heating model of a circuit.,,,3
card-337-7j-current-electricity-abstract-model,7J Current electricity,7Jb,7Jb · Models for electricity · Key terminology,Vocabulary,Abstract model,"A model that exists as an idea, drawing, equation or diagram rather than a touchable object.",Circuit diagrams and mental models can be abstract models.,,,2
card-338-7j-current-electricity-scientific-model,7J Current electricity,7Jb,7Jb · Models for electricity · Key terminology,Vocabulary,Scientific model,A simplified representation used to explain or predict how something works.,Models are useful but they are not exactly the same as the real thing.,,,3
card-339-7j-current-electricity-why-are-models-useful-when-learning-a,7J Current electricity,7Jb,7Jb · Models for electricity · Quick Quiz style,Multiple choice,Why do models help when learning about electric circuits?,"Charges and energy transfers are difficult to see directly, so models help us reason about them.",A model helps understanding but has limits.,"Charges and energy transfers are difficult to see directly, so models help us reason about them. | Models prove electricity is imaginary. | Models are always exactly the same as real circuits. | Models replace the need for observations.",,4
card-340-7j-current-electricity-in-the-central-heating-model-of-a-cir,7J Current electricity,7Jb,7Jb · Models for electricity · Progression Check recall,Self-test,"In the central-heating model of a circuit, what represents the cell or power supply?",The boiler and pump.,"They provide the push/energy, like the cell in a circuit.",,,5
card-341-7j-current-electricity-in-the-central-heating-model-of-a-cir,7J Current electricity,7Jb,7Jb · Models for electricity · Progression Check recall,Self-test,"In the central-heating model of a circuit, what represent the wires?",The pipes.,Pipes carry water around the heating system; wires provide the path for charges.,,,5
card-342-7j-current-electricity-in-the-central-heating-model-of-a-cir,7J Current electricity,7Jb,7Jb · Models for electricity · Progression Check recall,Self-test,"In the central-heating model of a circuit, what represent the bulbs?",The radiators.,"Radiators transfer energy in the model, like bulbs transfer electrical energy to light and heat.",,,5
card-343-7j-current-electricity-why-is-the-central-heating-model-not-,7J Current electricity,7Jb,7Jb · Models for electricity · Quick Check mistake check,Spot the mistake,Why is the central-heating model not exactly the same as an electric circuit?,"Water is not the same as electric charge, and the parts of the heating system do not behave exactly like circuit components.","A model is useful when it helps explain some features, but it always has limits.",,,5
card-344-7j-current-electricity-which-is-a-physical-model,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Quiz style",Multiple choice,Which example is a physical model of an electric circuit?,A pump-and-pipes model that can be touched and observed.,Physical models are material/touchable.,A pump-and-pipes model that can be touched and observed. | A circuit diagram drawn using symbols. | The idea that voltage is like a push. | A truth table for switch logic.,,4
card-345-7j-current-electricity-which-is-an-abstract-model,7J Current electricity,7Jb,7Jb · Models for electricity · Quick Quiz style,Multiple choice,Which example is an abstract model of a circuit?,A circuit diagram using standard symbols.,Abstract models are representations or ideas rather than physical replicas.,A circuit diagram using standard symbols. | A working circuit made from wires and lamps. | A plastic model of a skeleton. | A real battery connected to a motor.,,4
card-346-7j-current-electricity-and-truth-table-switch-a-open-and-swi,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Quiz style",Multiple choice,AND circuit: switch A is open and switch B is closed. What happens to the lamp?,It stays off because the series path is still broken.,"For AND, both switches must be closed.",It stays off because the series path is still broken. | It lights because one switch is enough in an AND circuit. | It lights because switch B is nearest the lamp. | It flashes because the current splits into two paths.,,4
card-347-7j-current-electricity-and-truth-table-switch-a-closed-and-s,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Quiz style",Multiple choice,AND circuit: switch A is closed and switch B is closed. What happens to the lamp?,It lights because the whole series path is complete.,Two closed series switches complete the path.,It lights because the whole series path is complete. | It stays off because one switch must be open. | It stays off because current is used up by the first switch. | It lights only if a voltmeter is in series.,,4
card-348-7j-current-electricity-or-truth-table-switch-a-open-and-swit,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Quiz style",Multiple choice,OR circuit: switch A is open and switch B is closed on a separate branch. What happens to the lamp?,It lights because one complete branch is enough.,"For OR, either complete branch can work.",It lights because one complete branch is enough. | It stays off because both switches must be closed. | It stays off because open switch A blocks every branch. | It lights only if branch currents are equal.,,4
card-349-7j-current-electricity-or-truth-table-switch-a-open-and-swit,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Quiz style",Multiple choice,OR circuit: switch A is open and switch B is open. What happens to the lamp?,It stays off because there is no complete branch.,No closed branch means no complete circuit.,It stays off because there is no complete branch. | It lights because parallel circuits always work. | It lights because current can jump across open switches. | It becomes a series circuit and glows dimly.,,4
card-350-7j-current-electricity-voltage-division-in-series,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Key terminology",Vocabulary,Voltage division in series,"In a series circuit, the supply voltage is shared between components.",More components in series share the energy transfer.,,,2
card-351-7j-current-electricity-voltage-in-parallel,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Key terminology",Vocabulary,Voltage in parallel,Components connected across the same cell in parallel get the same voltage as each other.,Each branch has its own path across the supply.,,,2
card-352-7j-current-electricity-in-a-series-circuit-with-two-identica,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Quiz style",Multiple choice,Two identical lamps are connected in series to a 6 V supply. What happens to the supply voltage?,It is shared between the lamps.,"In series, components share the supply voltage.",It is shared between the lamps. | Each lamp gets the full 6 V plus extra from the wires. | The first lamp uses all voltage so the second gets none. | Voltage disappears after passing through the switch.,,4
card-353-7j-current-electricity-in-a-parallel-circuit-what-voltage-do,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Quiz style",Multiple choice,Two branches are connected in parallel across the same cell. What voltage is across each branch?,The same supply voltage is across each branch.,Parallel branches are connected across the same supply.,"The same supply voltage is across each branch. | The first branch gets all the voltage and the second gets none. | The voltage is always half in every branch, whatever the circuit. | There is no voltage in a parallel branch.",,4
card-354-7j-current-electricity-electrical-shock,7J Current electricity,7Je,7Je · Electrical safety and plugs · Key terminology,Vocabulary,Electrical shock,Injury caused when electric current passes through the body.,Severe shocks can stop the heart working.,,,2
card-355-7j-current-electricity-electrical-burn,7J Current electricity,7Je,7Je · Electrical safety and plugs · Key terminology,Vocabulary,Electrical burn,A burn caused by electricity heating body tissue or materials.,Electricity can cause burns and fires if used unsafely.,,,1
card-356-7j-current-electricity-which-dangers-can-electricity-cause-i,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,Which set gives realistic dangers from unsafe electricity use?,"electric shock, burns and fire",Electricity can injure people and cause fires.,"electric shock, burns and fire | sour taste, neutralisation and corrosion only | stronger bones, faster reaction time and gas exchange | increased pH, salt formation and respiration",,3
card-357-7j-current-electricity-why-should-you-not-use-electrical-equ,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,Why should electrical equipment not be used with wet hands?,Water on skin can lower resistance and increase shock risk.,Wet skin conducts better than dry skin.,Water on skin can lower resistance and increase shock risk. | Water always turns copper into an insulator. | Water makes the voltage of mains electricity zero. | Water changes a series circuit into a parallel circuit.,,4
card-358-7j-current-electricity-why-should-sockets-not-be-overloaded,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,Why is plugging too many appliances into one socket unsafe?,"The current may be too large, overheating wires and causing a fire.",Too much current can overheat wires.,"The current may be too large, overheating wires and causing a fire. | The voltage always becomes zero so appliances stop safely. | The wires become thicker and less resistant. | The fuse prevents any current from flowing at all times.",,4
card-359-7j-current-electricity-what-should-you-do-before-changing-co,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,"Before changing components in a school circuit, what is the safest first action?",Switch off the power supply.,Switch off before changing the circuit.,Switch off the power supply. | Increase the voltage to check the fault faster. | Hold both terminals to test for current. | Short-circuit the cell with a wire.,,3
card-360-7j-current-electricity-why-are-cells-safer-than-mains-electr,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,Why are cells usually safer than mains electricity for school circuits?,Cells usually provide a much lower voltage.,Lower voltage usually means lower shock risk.,Cells usually provide a much lower voltage. | Cells cannot supply any current. | Cells are always connected in parallel. | Cells contain no stored energy.,,3
card-361-7j-current-electricity-what-does-a-fuse-do-if-the-current-ge,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,A fuse has melted in a plug. What does this tell you?,"The current was too high, so the fuse broke the circuit.",A melted fuse is evidence of too much current.,"The current was too high, so the fuse broke the circuit. | The voltage was too low, so the fuse supplied energy. | The plug became a parallel circuit automatically. | The fuse measured the current and reset itself.",,4
card-362-7j-current-electricity-what-does-a-circuit-breaker-do-if-cur,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,A circuit breaker trips while an appliance is running. What has it done?,It has opened the circuit to stop the current.,Circuit breakers switch off current when unsafe.,It has opened the circuit to stop the current. | It has increased the current so the appliance runs faster. | It has changed voltage into resistance. | It has connected the appliance to the earth wire only.,,4
card-363-7j-current-electricity-which-wire-colours-are-used-for-live-,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,"Which row correctly matches live, neutral and earth wire colours in a UK-style plug?","live brown, neutral blue, earth green/yellow","Live = brown, neutral = blue, earth = green/yellow.","live brown, neutral blue, earth green/yellow | live blue, neutral brown, earth green/yellow | live green/yellow, neutral blue, earth brown | live brown, neutral green/yellow, earth blue",,4
card-364-7j-current-electricity-which-wire-has-higher-resistance-if-t,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Quiz style",Multiple choice,Two wires are the same material and length. Which wire has the higher resistance?,the thinner wire,Thinner wires have higher resistance.,the thinner wire | the thicker wire | both must have zero resistance | the wire connected to the negative terminal only,,4
card-365-7j-current-electricity-what-happens-to-resistance-when-wire-,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Quiz style",Multiple choice,"If a wire is made longer but material and thickness stay the same, what happens to resistance?",It increases.,Longer wire gives charges more material to pass through.,It increases. | It decreases to zero. | It becomes the same as voltage. | It is unaffected by length.,,4
card-366-7j-current-electricity-what-can-affect-the-resistance-of-a-w,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Quiz style",Multiple choice,Which set of factors can affect the resistance of a wire?,"length, thickness and material",Wire resistance depends on dimensions and material.,"length, thickness and material | colour, smell and brightness | pH, litmus colour and salt name | pulse rate, muscle pair and blood type",,3
card-367-7j-current-electricity-why-are-house-lights-usually-wired-in,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Progression Check recall",Self-test,Explain are house lights usually wired in parallel rather than series?,"Parallel wiring lets each light have its own branch, so lights can be switched independently and one broken lamp does not turn all the others off.",This matches the revision pack idea that branches stay on when another branch breaks.,,,3
card-368-7j-current-electricity-how-can-a-variable-resistor-control-a,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Progression Check recall",Self-test,Explain how a variable resistor control a lamp or motor?,"Changing resistance changes the current, which can change lamp brightness or motor speed.",Higher resistance usually means lower current.,,,4
card-369-7c-muscles-and-bones-in-the-two-panel-breathing-diagram-whic,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Check diagram style",Visual challenge,"Look at the diagram. in the two-panel breathing diagram, which panel shows inhalation?",A,"Panel A shows air moving in, ribs moving out, and the diaphragm moving down.",A|B|C|D,breathing-two-panel,3
